0.000000000000000000e+00,1.199999999999999992e-08,2.399999999999999984e-08,4.799999999999999968e-08,9.599999999999999936e-08,1.919999999999999987e-07,3.839999999999999974e-07,7.679999999999999949e-07,1.535999999999999990e-06,3.071999999999999980e-06,6.143999999999999959e-06,1.200000000000000030e-05
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.999999999999998890e-01,9.999999999999993339e-01
3.459933145091669210e-27,-6.308997725243224574e-27,5.329165377639242660e-18,1.522618656447390180e-18,1.332291342468629127e-17,2.398124415827490734e-17,4.796248824676594640e-17,9.858955910970427414e-17,1.998437004931020212e-16,4.050165680817459173e-16,8.100331361697451349e-16,1.588091280167972056e-15
9.999999999999999547e-07,9.999919295813536576e-07,9.999838592927967980e-07,9.999677190313294832e-07,9.999354400939613332e-07,9.998708882475576718e-07,9.997418258525354124e-07,9.994838335628453810e-07,9.989683782450222234e-07,9.979395796018547171e-07,9.958903935637032344e-07,9.920144561220980173e-07
1.257677729514394809e-05,1.257657567850321219e-05,1.257637406511238754e-05,1.257597084621627110e-05,1.257516444803495292e-05,1.257355180227313304e-05,1.257032754245786103e-05,1.256388233297394132e-05,1.255100513610924754e-05,1.252530350453884950e-05,1.247411037264532694e-05,1.237728101045183829e-05
1.572097161892993723e-06,1.572298778599883535e-06,1.572500392056865687e-06,1.572903611085289315e-06,1.573710009531226091e-06,1.575322655822284229e-06,1.578546916696028724e-06,1.584992128296896374e-06,1.597869329395485614e-06,1.623570969433678798e-06,1.674764118262787001e-06,1.771593512739739580e-06
1.572097161892993511e-06,1.572097161892992029e-06,1.572097161892990547e-06,1.572097161892987582e-06,1.572097161892981653e-06,1.572097161892969582e-06,1.572097161892945442e-06,1.572097161892897161e-06,1.572097161892800599e-06,1.572097161892607688e-06,1.572097161892221864e-06,1.572097161891486428e-06
8.001667006354866274e+00,8.001667006354866274e+00,8.001667006354866274e+00,8.001667006354866274e+00,8.001667006354866274e+00,8.001667006354864498e+00,8.001667006354866274e+00,8.001667006354864498e+00,8.001667006354864498e+00,8.001667006354862721e+00,8.001667006354862721e+00,8.001667006354862721e+00
5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00
1.077147481624693315e+00,1.077147481624693315e+00,1.077147481624692871e+00,1.077147481624693093e+00,1.077147481624692649e+00,1.077147481624691983e+00,1.077147481624690650e+00,1.077147481624688208e+00,1.077147481624683545e+00,1.077147481624674663e+00,1.077147481624657344e+00,1.077147481624624925e+00
1.077147481624693537e+00,1.077147481624693537e+00,1.077147481624693537e+00,1.077147481624693759e+00,1.077147481624693981e+00,1.077147481624694203e+00,1.077147481624694869e+00,1.077147481624696645e+00,1.077147481624700420e+00,1.077147481624708636e+00,1.077147481624725067e+00,1.077147481624757264e+00
1.538782116606704286e-05,1.538798354829694850e-05,1.538811947601957157e-05,1.538834970341235184e-05,1.538866513373728139e-05,1.538918756029677637e-05,1.538979632344401205e-05,1.539069791443671212e-05,1.539191605647023095e-05,1.539328463884472736e-05,1.539438392238413395e-05,1.539490394506109902e-05
1.538782116606705018e-03,1.538781954224475177e-03,1.538781818296752540e-03,1.538781588069359834e-03,1.538781272639034746e-03,1.538780750212475268e-03,1.538780141449328171e-03,1.538779239858335335e-03,1.538778021716301911e-03,1.538776653133927313e-03,1.538775553850387900e-03,1.538775033827711070e-03
1.538782116606704964e-05,1.538782116612033140e-05,1.538782116616493277e-05,1.538782116624047455e-05,1.538782116634398537e-05,1.538782116651544855e-05,1.538782116671535510e-05,1.538782116701166417e-05,1.538782116741273088e-05,1.538782116786545644e-05,1.538782116823498642e-05,1.538782116842379006e-05
1.538782116606704625e-05,1.538782116606704625e-05,1.538782116606704625e-05,1.538782116606704625e-05,1.538782116606704286e-05,1.538782116606704286e-05,1.538782116606703947e-05,1.538782116606703609e-05,1.538782116606702931e-05,1.538782116606702592e-05,1.538782116606702253e-05,1.538782116606701914e-05
1.538782116606704625e-05,1.538798354829695188e-05,1.538811947601957496e-05,1.538834970341235522e-05,1.538866513373728478e-05,1.538918756029677976e-05,1.538979632344401543e-05,1.539069791443671551e-05,1.539191605647023434e-05,1.539328463884473075e-05,1.539438392238413734e-05,1.539490394506110241e-05
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.447923769404894517e-27,-5.634225416658913104e-27,-1.120444869472434337e-26,-2.416828595180741925e-26,-4.497548217665843152e-26,-8.896189732793172173e-26,-1.986164526135525790e-25,-4.218515882358564248e-25,-9.741428348978327441e-25,-1.423052512284513168e-24,-2.840261596616157299e-24,-5.525793314155970386e-24
