0.000000000000000000e+00,1.199999999999999946e-06,2.399999999999999891e-06,4.799999999999999783e-06,9.599999999999999566e-06,1.919999999999999913e-05,3.839999999999999826e-05,7.679999999999999652e-05,1.151999999999999948e-04,1.535999999999999930e-04,2.303999999999999896e-04,3.071999999999999861e-04,4.607999999999999791e-04,6.143999999999999722e-04,7.680000000000000195e-04,9.216000000000000667e-04,1.199999999999999895e-03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.999999999999995559e-01,9.999999999999978906e-01,9.999999999999914513e-01,9.999999999999656941e-01,9.999999999999277245e-01,9.999999999998780975e-01,9.999999999997538636e-01,9.999999999995916600e-01,9.999999999991583399e-01,9.999999999985932364e-01,9.999999999979090060e-01,9.999999999971154185e-01,9.999999999954153340e-01
3.459933145091669210e-27,1.572103783955193130e-16,3.197499201145924828e-16,6.347144711209380141e-16,1.268341357970797877e-15,2.539347298693426080e-15,5.076030014891250560e-15,1.016005377847257833e-14,1.523608195518709188e-14,2.031477663960784359e-14,3.047494102896106739e-14,4.063432541819205089e-14,6.096032271698427156e-14,8.128309697527721237e-14,1.016005400558478255e-13,1.219259763707461815e-13,1.587637457350307516e-13
9.999999999999999547e-07,9.991942385412747627e-07,9.983897675472627830e-07,9.967838469116462991e-07,9.935967029435222861e-07,9.873031296953823667e-07,9.750307650352404737e-07,9.516837217359262136e-07,9.294759380079499512e-07,9.083518063690224412e-07,8.684848658416265189e-07,8.321793943505646525e-07,7.694579641087657890e-07,7.182283445376543433e-07,6.765331692385431571e-07,6.426511515720565590e-07,5.972018802610688069e-07
1.257677729514394809e-05,1.255664761839036522e-05,1.253655018024796855e-05,1.249643078390812337e-05,1.241680898349804218e-05,1.225958181088408830e-05,1.195299139957043813e-05,1.136973137489791787e-05,1.081493252857704780e-05,1.028720566493113205e-05,9.291242551735286390e-06,8.384252669914535192e-06,6.817334412706205075e-06,5.537506544124208007e-06,4.495869800494050759e-06,3.649422703250131406e-06,2.513999910762354088e-06
1.572097161892993723e-06,1.592226845262040284e-06,1.612324290019900005e-06,1.652443699590672143e-06,1.732065526462607886e-06,1.889292752000267056e-06,2.195883269161329488e-06,2.779143505528652266e-06,3.333942563544315112e-06,3.861669638885006274e-06,4.857633175470375651e-06,5.764623480680604827e-06,7.331542584667763844e-06,8.611371300028440733e-06,9.653008890437157524e-06,1.049945683445953732e-05,1.163488116173307137e-05
1.572097161892993511e-06,1.572097161892842739e-06,1.572097161892691967e-06,1.572097161892390635e-06,1.572097161891787760e-06,1.572097161890582008e-06,1.572097161888171141e-06,1.572097161883350253e-06,1.572097161878530000e-06,1.572097161873710594e-06,1.572097161864073477e-06,1.572097161854439112e-06,1.572097161835177583e-06,1.572097161815924313e-06,1.572097161796678454e-06,1.572097161777438100e-06,1.572097161742576977e-06
8.001667006354866274e+00,8.001667006354864498e+00,8.001667006354862721e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00
5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00
1.077147481624693315e+00,1.077147481624685765e+00,1.077147481624678438e+00,1.077147481624664671e+00,1.077147481624638026e+00,1.077147481624585179e+00,1.077147481624479486e+00,1.077147481624267655e+00,1.077147481624056047e+00,1.077147481623844438e+00,1.077147481623421221e+00,1.077147481622997782e+00,1.077147481622150904e+00,1.077147481621304248e+00,1.077147481620457592e+00,1.077147481619610714e+00,1.077147481618076164e+00
1.077147481624693537e+00,1.077147481624699088e+00,1.077147481624705305e+00,1.077147481624717740e+00,1.077147481624743941e+00,1.077147481624797010e+00,1.077147481624902703e+00,1.077147481625114533e+00,1.077147481625325920e+00,1.077147481625537528e+00,1.077147481625960967e+00,1.077147481626384184e+00,1.077147481627231063e+00,1.077147481628077941e+00,1.077147481628924375e+00,1.077147481629771253e+00,1.077147481631306247e+00
1.538782116606704286e-05,1.539106643827588660e-05,1.539261079243641508e-05,1.539440955231076482e-05,1.539489946651654287e-05,1.539500271001158812e-05,1.539486271150937991e-05,1.539452577483016964e-05,1.539420165387262509e-05,1.539389328042983310e-05,1.539331156333386839e-05,1.539278228604957911e-05,1.539186928928271318e-05,1.539112546293246146e-05,1.539052199378624554e-05,1.539003354188284682e-05,1.538938319752216312e-05
1.538782116606705018e-03,1.538778871334496286e-03,1.538777326980335673e-03,1.538775528220461333e-03,1.538775038306255559e-03,1.538774935062760642e-03,1.538775075061262800e-03,1.538775411997942094e-03,1.538775736118899598e-03,1.538776044492342482e-03,1.538776626209438416e-03,1.538777155486723176e-03,1.538778068483489473e-03,1.538778812309839596e-03,1.538779415778985995e-03,1.538779904230889485e-03,1.538780554575249881e-03
1.538782116606704964e-05,1.538782116713357254e-05,1.538782116764281213e-05,1.538782116823906912e-05,1.538782116841470987e-05,1.538782116847879977e-05,1.538782116849210497e-05,1.538782116849431403e-05,1.538782116849523221e-05,1.538782116849608602e-05,1.538782116849777670e-05,1.538782116849947076e-05,1.538782116850285890e-05,1.538782116850624703e-05,1.538782116850963177e-05,1.538782116851301990e-05,1.538782116851915581e-05
1.538782116606704625e-05,1.538782116606703270e-05,1.538782116606702931e-05,1.538782116606702253e-05,1.538782116606701914e-05,1.538782116606701914e-05,1.538782116606701914e-05,1.538782116606701914e-05,1.538782116606701914e-05,1.538782116606701914e-05,1.538782116606701914e-05,1.538782116606701914e-05,1.538782116606701914e-05,1.538782116606701914e-05,1.538782116606701914e-05,1.538782116606701914e-05,1.538782116606701914e-05
1.538782116606704625e-05,1.539106643827588999e-05,1.539261079243641847e-05,1.539440955231076820e-05,1.539489946651654626e-05,1.539500271001159151e-05,1.539486271150938330e-05,1.539452577483017303e-05,1.539420165387262848e-05,1.539389328042983649e-05,1.539331156333387178e-05,1.539278228604958249e-05,1.539186928928271657e-05,1.539112546293246484e-05,1.539052199378624893e-05,1.539003354188285021e-05,1.538938319752216651e-05
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.447923769404894517e-27,-5.565795164456304697e-25,-1.750886967501587994e-24,-2.299039651264269322e-24,-4.427688965083735570e-24,-8.799284136438438858e-24,-1.737984046533078481e-23,-3.392771546086040161e-23,-6.138287026163453494e-22,-6.013438495617131073e-22,-7.179786798965286898e-23,-4.883878974907104534e-22,-1.645864561085917511e-22,6.340168733948752278e-22,7.278139454778832217e-22,5.770764087947715598e-22,-2.430266745383584519e-22
9.999999999999999547e-07,9.999999959680000943e-07,9.999999919392502992e-07,9.999999838893589708e-07,9.999999678517495911e-07,9.999999359797037544e-07,9.999998730279658750e-07,9.999997501392455469e-07,9.999996301181707201e-07,9.999995128248119753e-07,9.999992842322965668e-07,9.999990646045364676e-07,9.999986502423966171e-07,9.999982648068050334e-07,9.999979033708048434e-07,9.999975616016908081e-07,9.999969823237368579e-07
1.257677729514394809e-05,1.257677719441580983e-05,1.257677709376886815e-05,1.257677689266503865e-05,1.257677649201061277e-05,1.257677569577746703e-05,1.257677412310590014e-05,1.257677105307792909e-05,1.257676805468999046e-05,1.257676512444634372e-05,1.257675941370727893e-05,1.257675392692733036e-05,1.257674357525831159e-05,1.257673394623748804e-05,1.257672491677874809e-05,1.257671637864167587e-05,1.257670190701631432e-05
1.572097161892993723e-06,1.572097262621165864e-06,1.572097363268141215e-06,1.572097564372036994e-06,1.572097965026593107e-06,1.572098761260000582e-06,1.572100333932082036e-06,1.572103403961060852e-06,1.572106402349984575e-06,1.572109332594593332e-06,1.572115043335532398e-06,1.572120530117281335e-06,1.572130881789698825e-06,1.572140510813680328e-06,1.572149540275382777e-06,1.572158078415255712e-06,1.572172550045365299e-06
1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993299e-06
8.001667006354866274e+00,8.001667006354864498e+00,8.001667006354864498e+00,8.001667006354862721e+00,8.001667006354862721e+00,8.001667006354862721e+00,8.001667006354862721e+00,8.001667006354862721e+00,8.001667006354862721e+00,8.001667006354862721e+00,8.001667006354862721e+00,8.001667006354862721e+00,8.001667006354862721e+00,8.001667006354862721e+00,8.001667006354862721e+00,8.001667006354862721e+00,8.001667006354860945e+00
5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00
1.077147481624693315e+00,1.077147481624692427e+00,1.077147481624691983e+00,1.077147481624691316e+00,1.077147481624691094e+00,1.077147481624691094e+00,1.077147481624691094e+00,1.077147481624691094e+00,1.077147481624691094e+00,1.077147481624691094e+00,1.077147481624691094e+00,1.077147481624691094e+00,1.077147481624691094e+00,1.077147481624691094e+00,1.077147481624691094e+00,1.077147481624691094e+00,1.077147481624691094e+00
1.077147481624693537e+00,1.077147481624692649e+00,1.077147481624692205e+00,1.077147481624691538e+00,1.077147481624691316e+00,1.077147481624691316e+00,1.077147481624691316e+00,1.077147481624691316e+00,1.077147481624691316e+00,1.077147481624691316e+00,1.077147481624691316e+00,1.077147481624691316e+00,1.077147481624691316e+00,1.077147481624691316e+00,1.077147481624691316e+00,1.077147481624691316e+00,1.077147481624691316e+00
1.538782116606704286e-05,1.539050362372666912e-05,1.539199235515656354e-05,1.539377143654343944e-05,1.539424003292500941e-05,1.539434802577728674e-05,1.539422368865518622e-05,1.539391786021840586e-05,1.539362339972435225e-05,1.539334324271667586e-05,1.539281477780910954e-05,1.539233399582685637e-05,1.539150477949349877e-05,1.539082938370676986e-05,1.539028160928683367e-05,1.538983841558453207e-05,1.538924878039229770e-05
1.538782116606705018e-03,1.538779434149045375e-03,1.538777945417615575e-03,1.538776166336228808e-03,1.538775697739847058e-03,1.538775589746994767e-03,1.538775714084116963e-03,1.538776019912553757e-03,1.538776314373047939e-03,1.538776594530055558e-03,1.538777122994963026e-03,1.538777603776945611e-03,1.538778432993278796e-03,1.538779108389065403e-03,1.538779656163485410e-03,1.538780099357187851e-03,1.538780688992379868e-03
1.538782116606704964e-05,1.538782116694860765e-05,1.538782116743927351e-05,1.538782116802840186e-05,1.538782116819566037e-05,1.538782116825855427e-05,1.538782116827161890e-05,1.538782116827380425e-05,1.538782116827472243e-05,1.538782116827557285e-05,1.538782116827726353e-05,1.538782116827896098e-05,1.538782116828234573e-05,1.538782116828573386e-05,1.538782116828912199e-05,1.538782116829250673e-05,1.538782116829864603e-05
1.538782116606704625e-05,1.538782116606703609e-05,1.538782116606702931e-05,1.538782116606702592e-05,1.538782116606702253e-05,1.538782116606702253e-05,1.538782116606702253e-05,1.538782116606702253e-05,1.538782116606702253e-05,1.538782116606702253e-05,1.538782116606702253e-05,1.538782116606701914e-05,1.538782116606702253e-05,1.538782116606702253e-05,1.538782116606702253e-05,1.538782116606702253e-05,1.538782116606701914e-05
1.538782116606704625e-05,1.539050362372667251e-05,1.539199235515656693e-05,1.539377143654344283e-05,1.539424003292501279e-05,1.539434802577729013e-05,1.539422368865518961e-05,1.539391786021840924e-05,1.539362339972435563e-05,1.539334324271667925e-05,1.539281477780911293e-05,1.539233399582685976e-05,1.539150477949350216e-05,1.539082938370677325e-05,1.539028160928683706e-05,1.538983841558453546e-05,1.538924878039230109e-05
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
4.339177234955174799e-33,-5.009209077201331531e-25,-1.001035997959622109e-24,-1.998850697797200530e-24,-3.984916026996333707e-24,-7.919354062651989548e-24,-1.564182847264558082e-23,-3.053457108906688106e-23,-4.471573107393711766e-23,-5.825465458990856997e-23,-8.358919557692167529e-23,-1.067859655522679449e-22,-1.481273677796591832e-22,-1.844602400174595412e-22,5.328948077235727137e-18,2.664334933979787499e-18,7.803326223468204780e-20
9.999999999999999547e-07,9.999999959647474878e-07,9.999999919294986207e-07,9.999999838590061804e-07,9.999999677180350643e-07,9.999999354360979141e-07,9.999998708722320841e-07,9.999997417445254116e-07,9.999996126168454207e-07,9.999994834891925348e-07,9.999992252339524080e-07,9.999989669788179486e-07,9.999984504689193950e-07,9.999979339595292729e-07,9.999974174506765933e-07,9.999969009423846494e-07,9.999959647725890528e-07
1.257677729514394809e-05,1.257677719433454888e-05,1.257677709352524623e-05,1.257677689190675612e-05,1.257677648867012997e-05,1.257677568219701319e-05,1.257677406925097107e-05,1.257677084335953565e-05,1.257676761746875922e-05,1.257676439157866381e-05,1.257675793980011115e-05,1.257675148802419445e-05,1.257673858448160726e-05,1.257672568095173235e-05,1.257671277743527613e-05,1.257669987393283492e-05,1.257667648637171093e-05
1.572097161892993723e-06,1.572097262702424699e-06,1.572097363511763137e-06,1.572097565130318041e-06,1.572097968367076752e-06,1.572098774840458861e-06,1.572100387787029322e-06,1.572103613679522897e-06,1.572106839571356845e-06,1.572110065462513167e-06,1.572116517243181296e-06,1.572122969021216635e-06,1.572135872568036443e-06,1.572148776102147580e-06,1.572161679622837904e-06,1.572174583129513644e-06,1.572197970698312177e-06
1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993511e-06,1.572097161892993299e-06
8.001667006354866274e+00,8.001667006354864498e+00,8.001667006354864498e+00,8.001667006354862721e+00,8.001667006354862721e+00,8.001667006354862721e+00,8.001667006354862721e+00,8.001667006354862721e+00,8.001667006354862721e+00,8.001667006354862721e+00,8.001667006354862721e+00,8.001667006354860945e+00,8.001667006354862721e+00,8.001667006354862721e+00,8.001667006354862721e+00,8.001667006354862721e+00,8.001667006354860945e+00
5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00
