0.000000000000000000e+00,2.683672713550633504e-06,5.367345427101267008e-06,1.073469085420253402e-05,2.146938170840506803e-05,4.293876341681013607e-05,8.587752683362027213e-05,1.288162902504304014e-04,1.717550536672405443e-04,2.576325805008608028e-04,3.435101073344810885e-04,5.152651610017216057e-04,6.870202146689621770e-04,8.587752683362027484e-04,1.030530322003443211e-03,1.374040429337924354e-03,1.683199525938957339e-03,1.992358622539990541e-03,2.301517719141023526e-03,2.610676815742056511e-03,2.919835912343089496e-03,3.538154105545155467e-03,4.156472298747221003e-03,4.774790491949286973e-03,5.393108685151352943e-03,6.629745071555484884e-03,7.866381457959616824e-03,1.033965423076788070e-02,1.281292700357614459e-02,1.775947254919267235e-02,2.765256364042572787e-02,4.743874582289184239e-02,8.701111018782406448e-02,1.661558389176885087e-01,3.244452963774173693e-01,6.410242112968751460e-01,1.274182041135790699e+00,2.540497700813621584e+00,5.073129020169283798e+00,1.013839165888060734e+01,1.520365429759193177e+01,2.026891693630325619e+01,3.039944221372590505e+01,4.052996749114855390e+01,4.964744024082894214e+01,5.785316571554128728e+01,6.605889119025363243e+01,7.426461666496598468e+01,8.247034213967833693e+01,9.067606761439068919e+01,9.888179308910304144e+01,1.031622289959960028e+02,1.074426649028889642e+02,1.117231008097819256e+02,1.155340156336228148e+02,1.193449304574637040e+02,1.231558452813045932e+02,1.269667601051454824e+02,1.307776749289863574e+02,1.383995045766681358e+02,1.460213342243499142e+02,1.536431638720316926e+02,1.612649935197134710e+02,1.688868231673952494e+02,1.765086528150770278e+02,1.841304824627588062e+02,1.917523121104405845e+02,1.993741417581223629e+02,2.069959714058041413e+02,2.146178010534859197e+02,2.222396307011676981e+02,2.280862625045198513e+02,2.339328943078720044e+02,2.397795261112241576e+02,2.456261579145763108e+02,2.514727897179284639e+02,2.631660533246327986e+02,2.748593169313371050e+02,2.865525805380414113e+02,3.000000000000000000e+02
1.000000000000000000e+00,9.999999999999998890e-01,9.999999999999998890e-01,9.999999999999994449e-01,9.999999999999975575e-01,9.999999999999894529e-01,9.999999999999573674e-01,9.999999999999102940e-01,9.999999999998490097e-01,9.999999999996954658e-01,9.999999999994958477e-01,9.999999999989664934e-01,9.999999999982785992e-01,9.999999999974483744e-01,9.999999999964862551e-01,9.999999999941887596e-01,9.999999999917116300e-01,9.999999999888574687e-01,9.999999999856232780e-01,9.999999999819938479e-01,9.999999999779507487e-01,9.999999999686010055e-01,9.999999999575268639e-01,9.999999999447122256e-01,9.999999999301588671e-01,9.999999998957679326e-01,9.999999998543510626e-01,9.999999997363157034e-01,9.999999995900393790e-01,9.999999991845225367e-01,9.999999979216299684e-01,9.999999935883905344e-01,9.999999776918983008e-01,9.999999169765516616e-01,9.999996798260960551e-01,9.999987422142178062e-01,9.999950072621232033e-01,9.999799980173866842e-01,9.999182311727357053e-01,9.996418082984154241e-01,9.991470612606372370e-01,9.983213213300923261e-01,9.950827176504807303e-01,9.875930335112550473e-01,9.743125025705837716e-01,9.551631647397669234e-01,9.282977237850048580e-01,8.954281452594525792e-01,8.577257552791762718e-01,8.162967861639164324e-01,7.714660913305843026e-01,7.522874656045822617e-01,7.393925511418588670e-01,7.318344230917804838e-01,7.276030101658941263e-01,7.245733714224350530e-01,7.222794896525203123e-01,7.205521537851116154e-01,7.192952030132701013e-01,7.179212300469191010e-01,7.178205385905758185e-01,7.192073544230075388e-01,7.230602967482836485e-01,7.311966510569967159e-01,7.456414344882010825e-01,7.676304146241561543e-01,7.965868571524991060e-01,8.303528680081309066e-01,8.665254159789000932e-01,9.035836384246686004e-01,9.410484909139403831e-01,9.700665879925389756e-01,9.992357361858347220e-01,1.028452881857327750e+00,1.057694477654693710e+00,1.086935005895682371e+00,1.145409802199160776e+00,1.203880287673939842e+00,1.262348326196034876e+00,1.329586300376528474e+00
1.323080847955552661e-17,3.543894970732453976e-16,7.087789839304480246e-16,1.418368036594431235e-15,2.840445142100155126e-15,5.680890284442711430e-15,1.136178056955856260e-14,1.704266858905213940e-14,2.272355899075261885e-14,3.408534183556057705e-14,4.544712084542108276e-14,6.817334805666883097e-14,9.089957640862709336e-14,1.136204730534891455e-13,1.363440336136873385e-13,1.817959920437611890e-13,2.226980512729700353e-13,2.636051755178113942e-13,3.045018852856152799e-13,3.454169548529723878e-13,3.863013795696321836e-13,4.681192161239478130e-13,5.499298975216257261e-13,6.317379209080944295e-13,7.135406060759384128e-13,8.771566402512648651e-13,1.040770022373968764e-12,1.367991423756321958e-12,1.695209325010761242e-12,2.349622965130767898e-12,3.658402543105925082e-12,6.275730979692010889e-12,1.150949474859171206e-11,2.197343217970680071e-11,4.288701440332469289e-11,8.465730777480565376e-11,1.679726505859625006e-10,3.337142942308002843e-10,6.616496288978724009e-10,1.302103294335041062e-09,1.921864855078947809e-09,2.511349327224869978e-09,3.548071334950269057e-09,4.206055919211545371e-09,4.354219442722723997e-09,4.250134879828563002e-09,4.499288647817897197e-09,7.113423141491254399e-09,1.595196325192005018e-08,3.867104314443773218e-08,9.673803205868965496e-08,1.515500508750715376e-07,2.269437984115056049e-07,3.190262115286455297e-07,4.121105403405198998e-07,5.129397450523359034e-07,6.194920455958396131e-07,7.301976000444694313e-07,8.439489629210132582e-07,1.077694899763551597e-06,1.314664109413461157e-06,1.548671708103593571e-06,1.771262798186889805e-06,1.970231489023914687e-06,2.132666356702236756e-06,2.250520013873560278e-06,2.325506142374129851e-06,2.368128945322793352e-06,2.391601449252863227e-06,2.405871134743088684e-06,2.415848662623667329e-06,2.421625153755726508e-06,2.426378321283293342e-06,2.430681405422254467e-06,2.434571704677427949e-06,2.438352404813415856e-06,2.445717944554489809e-06,2.453019278021897396e-06,2.460292831914386799e-06,2.468578069636036117e-06
9.999999999999999547e-07,9.982015604149095328e-07,9.964095473739937506e-07,9.928405300438878528e-07,9.858242835037483290e-07,9.721830392309574827e-07,9.463806450137593539e-07,9.219780690747784884e-07,8.988993499602957081e-07,8.556292906432388961e-07,8.166546634635544749e-07,7.504104295970813350e-07,6.975809281509877074e-07,6.556388025347461488e-07,6.224089005857596587e-07,5.761314099113035711e-07,5.497829060036055514e-07,5.319207170205646048e-07,5.195900138628812018e-07,5.113557752734410496e-07,5.061333381777907649e-07,5.010002217543305982e-07,4.990587928572081775e-07,4.977883284407601940e-07,4.965048782647525807e-07,4.956539079757076870e-07,4.947984376519645997e-07,4.947994413772832919e-07,4.948004451026048429e-07,4.948024525532635092e-07,4.948064674546784622e-07,4.948144972581792183e-07,4.948305568701121563e-07,4.948626761316760808e-07,4.949269149494222116e-07,4.950553949150905703e-07,4.953123734136316372e-07,4.958264796037683666e-07,4.968559210099363750e-07,4.984543222537584461e-07,4.994089734310659493e-07,5.003767847554278876e-07,5.023837956937115447e-07,5.045933107776872965e-07,5.070933352506628282e-07,5.102605803362367734e-07,5.152637208883935305e-07,5.246262344168849507e-07,5.435606107484271096e-07,5.826193450586910368e-07,6.717527634071331960e-07,7.517971549949869398e-07,8.595403155322107164e-07,9.897420310794454728e-07,1.120774174432115814e-06,1.262417572733471853e-06,1.411915544267460224e-06,1.567127813827739428e-06,1.726564618139660585e-06,2.053959646033606552e-06,2.385525858610068556e-06,2.712605897710821772e-06,3.023370405597624771e-06,3.300664470628916966e-06,3.525658015739741645e-06,3.685983599724463741e-06,3.782870806900730181e-06,3.829786503000172806e-06,3.843741742138076693e-06,3.836782190874939539e-06,3.831870619852227737e-06,3.835567411422338051e-06,3.839825501281634357e-06,3.842172796929358863e-06,3.842950115626740726e-06,3.843391683229367123e-06,3.843676711397460098e-06,3.843768936460722733e-06,3.843800778548540666e-06,3.843841373635174329e-06
1.257677729514394809e-05,1.253184835601876484e-05,1.248707996592432164e-05,1.239791813694975185e-05,1.222263701074114693e-05,1.188184900325453032e-05,1.123724895909354716e-05,1.062761941566702608e-05,1.005106269088694363e-05,8.970082237395513285e-06,7.996411007574268871e-06,6.341485380968903292e-06,5.021688904525097864e-06,3.973882721663650820e-06,3.143726807337492243e-06,1.987612995234221187e-06,1.329368713508700077e-06,8.831310092966513743e-07,5.750818343590712101e-07,3.693712410943319219e-07,2.389019902163896219e-07,1.106627336497906191e-07,6.215876324200049751e-08,3.041694277135766886e-08,-1.649290175703654271e-09,-2.291409641633945766e-08,-4.429132329692830269e-08,-4.427768860112514877e-08,-4.426405390528383866e-08,-4.423678451338899698e-08,-4.418224572827366074e-08,-4.407316814892584326e-08,-4.385501292324486421e-08,-4.341870195978753188e-08,-4.254607603073905100e-08,-4.080079251922818150e-08,-3.730997327686715401e-08,-3.032630813413603359e-08,-1.634228259993422171e-08,-3.857135399903499397e-12,2.639829927498871219e-11,4.724232175247057603e-12,-1.831995427788419921e-10,-5.555821177333075649e-10,-1.026196722294960809e-09,-1.527963953849367888e-09,-2.065579802372218498e-09,-2.485245104580524186e-09,-2.402808892388170224e-09,-1.047385962766148044e-09,7.080242005895963455e-10,7.400209332759077830e-10,5.269556717673673866e-10,1.143682331933039576e-09,1.948718710137054015e-09,2.311607555506430172e-09,2.019755258191205024e-09,1.750137142492307175e-09,2.583190223613768253e-09,3.828598011806077544e-09,2.131274078863319216e-09,-1.635124163022984444e-09,-3.157436305522813910e-09,3.615870920753644058e-09,8.459842577369831108e-09,-1.087285395411305443e-08,-8.607441623270634820e-08,-2.573209635687788950e-07,-5.720195297742127786e-07,-1.083625908144987955e-06,-1.392244560855920708e-06,-1.375665108787579994e-06,-1.308630337583898871e-06,-1.273387322051841933e-06,-1.262828149216272229e-06,-1.256829865348985408e-06,-1.252958328523253902e-06,-1.251708562691594726e-06,-1.251305085259394216e-06,-1.251056566522463227e-06
1.572097161892993723e-06,1.617026115812958622e-06,1.661794520702186228e-06,1.750956379266321238e-06,1.926237564654055310e-06,2.267025690498923027e-06,2.911625971376389337e-06,3.521255751519377481e-06,4.097812713015909634e-06,5.178793639940202104e-06,6.152465343194254436e-06,7.807391916665085924e-06,9.127189339974186162e-06,1.017499646970078487e-05,1.100515333089198668e-05,1.216126903672508884e-05,1.281951502280726422e-05,1.326575443137586545e-05,1.357380531066992890e-05,1.377951760829109926e-05,1.390998856352543225e-05,1.403823122880473964e-05,1.408673860792519643e-05,1.411848383710842883e-05,1.415055347876796803e-05,1.417182510243365820e-05,1.419320914673906573e-05,1.419320914689294620e-05,1.419320914704682160e-05,1.419320914735457747e-05,1.419320914797008751e-05,1.419320914920110929e-05,1.419320915166314947e-05,1.419320915658721965e-05,1.419320916643526685e-05,1.419320918613064296e-05,1.419320922551565398e-05,1.419320930423955001e-05,1.419320946130839985e-05,1.420498932030431835e-05,1.423334656333096985e-05,1.426220943984518350e-05,1.432237751563003003e-05,1.438897905706193966e-05,1.446444524603640799e-05,1.455984510607100578e-05,1.470998449899440998e-05,1.498965910220741964e-05,1.555322084001045134e-05,1.671316402177783645e-05,1.936312298816647258e-05,2.174624418757733230e-05,2.495458363210396465e-05,2.882976624152649146e-05,3.272925683276279159e-05,3.694564501829147038e-05,4.139732181244590352e-05,4.601908111184763368e-05,5.076420022981640760e-05,6.050906763255031653e-05,7.038457266751667438e-05,8.013104595749832772e-05,8.938683974981594972e-05,9.762793743481599010e-05,1.043161186569997484e-04,1.091319213641876046e-04,1.121814095156793717e-04,1.139535880005747558e-04,1.150588364391843627e-04,1.159729587199866661e-04,1.165031505534266649e-04,1.165768782957004945e-04,1.165567304958206124e-04,1.165493724625666196e-04,1.165493725231589250e-04,1.165493727114384385e-04,1.165493763278903301e-04,1.165494110497039163e-04,1.165497442657187420e-04,1.165532167457641118e-04
1.572097161892993511e-06,1.572097161892656392e-06,1.572097161892319273e-06,1.572097161891645246e-06,1.572097161890296982e-06,1.572097161887601299e-06,1.572097161882210570e-06,1.572097161876820899e-06,1.572097161871432287e-06,1.572097161860657181e-06,1.572097161849885252e-06,1.572097161828350074e-06,1.572097161806824638e-06,1.572097161785307248e-06,1.572097161763795999e-06,1.572097161720788960e-06,1.572097161682094589e-06,1.572097161643406571e-06,1.572097161604723000e-06,1.572097161566042182e-06,1.572097161527363481e-06,1.572097161450009679e-06,1.572097161372659266e-06,1.572097161295434001e-06,1.572097161218419013e-06,1.572097161064173890e-06,1.572097160910369859e-06,1.572097160602714787e-06,1.572097160295059292e-06,1.572097159679748724e-06,1.572097158449127589e-06,1.572097155987886167e-06,1.572097151065406287e-06,1.572097141220469396e-06,1.572097121530778573e-06,1.572097082152839424e-06,1.572097003408440329e-06,1.572096846011926802e-06,1.572096531977030447e-06,1.572095911580602379e-06,1.572095305366791277e-06,1.572094720868406407e-06,1.572093641596326723e-06,1.572092778652319564e-06,1.572092259783036570e-06,1.572092000782298183e-06,1.572091945279270632e-06,1.572092085704550713e-06,1.572092888034117625e-06,1.572096424843650216e-06,1.572115724198680285e-06,1.572142306772481020e-06,1.572189439431820230e-06,1.572256358151604334e-06,1.572333240062042039e-06,1.572424342499820135e-06,1.572526870812083138e-06,1.572637910487997142e-06,1.572755289120587548e-06,1.573003482473650602e-06,1.573259107335429319e-06,1.573508831840725735e-06,1.573734779246003271e-06,1.573914878185309901e-06,1.574034093935417438e-06,1.574096048967256943e-06,1.574119833179004260e-06,1.574126522388302942e-06,1.574129342458062735e-06,1.574132499891781208e-06,1.574134448532082926e-06,1.574134499535670613e-06,1.574134280851683941e-06,1.574134180263778127e-06,1.574134059104539835e-06,1.574133682553724380e-06,1.574126449651642574e-06,1.574057006024618794e-06,1.573390573994995888e-06,1.566445613904262433e-06
8.001667006354866274e+00,8.001667006354862721e+00,8.001667006354862721e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354862721e+00,8.001667006354857392e+00,8.001667006354868050e+00,8.001667006354850287e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354860945e+00,8.001667006354859168e+00,8.001667006354855616e+00,8.001667006354848510e+00,8.001667006354834299e+00,8.001667006354805878e+00,8.001667006354750811e+00,8.001667006354640677e+00,8.001667006354423961e+00,8.001667006354207246e+00,8.001667006353995859e+00,8.001667006353574862e+00,8.001667006353162748e+00,8.001667006352800371e+00,8.001667006352477074e+00,8.001667006352155553e+00,8.001667006351828704e+00,8.001667006351485867e+00,8.001667006351095068e+00,8.001667006350571043e+00,8.001667006350229983e+00,8.001667006349913791e+00,8.001667006349659772e+00,8.001667006349437727e+00,8.001667006349240552e+00,8.001667006349068245e+00,8.001667006348904820e+00,8.001667006348746725e+00,8.001667006348462508e+00,8.001667006348206712e+00,8.001667006347982891e+00,8.001667006347812361e+00,8.001667006347716438e+00,8.001667006347684463e+00,8.001667006347668476e+00,8.001667006347611633e+00,8.001667006347494393e+00,8.001667006347322086e+00,8.001667006347119582e+00,8.001667006346906419e+00,8.001667006346737665e+00,8.001667006346563582e+00,8.001667006346391275e+00,8.001667006346217192e+00,8.001667006346044886e+00,8.001667006345703825e+00,8.001667006345364541e+00,8.001667006345028810e+00,8.001667006344645117e+00
5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00,5.228781632229582144e+00
1.077147481624693315e+00,1.077147481624677106e+00,1.077147481624661784e+00,1.077147481624631808e+00,1.077147481624572523e+00,1.077147481624454173e+00,1.077147481624217473e+00,1.077147481623980774e+00,1.077147481623744074e+00,1.077147481623270675e+00,1.077147481622797276e+00,1.077147481621850478e+00,1.077147481620903458e+00,1.077147481619956881e+00,1.077147481619010083e+00,1.077147481617116487e+00,1.077147481615411850e+00,1.077147481613708102e+00,1.077147481612002577e+00,1.077147481610300384e+00,1.077147481608592416e+00,1.077147481605186252e+00,1.077147481601777645e+00,1.077147481598369039e+00,1.077147481594960654e+00,1.077147481588143441e+00,1.077147481581326227e+00,1.077147481567692244e+00,1.077147481554058484e+00,1.077147481526791406e+00,1.077147481472259472e+00,1.077147481363205150e+00,1.077147481145133812e+00,1.077147480709140570e+00,1.077147479837750055e+00,1.077147478097338018e+00,1.077147474625899326e+00,1.077147467720065199e+00,1.077147454056226028e+00,1.077147427370915178e+00,1.077147401547763339e+00,1.077147376986137051e+00,1.077147333789741257e+00,1.077147306373798186e+00,1.077147300200063551e+00,1.077147304536519412e+00,1.077147294154976453e+00,1.077147185234351934e+00,1.077146816968246990e+00,1.077145870357432145e+00,1.077143450948574888e+00,1.077141167165811542e+00,1.077138025838619395e+00,1.077134189181661039e+00,1.077130310789642387e+00,1.077126109722224001e+00,1.077121670219593375e+00,1.077117057690234470e+00,1.077112318278353076e+00,1.077102579400020188e+00,1.077092706315413428e+00,1.077082956712019701e+00,1.077073682846155345e+00,1.077065393234202695e+00,1.077058625769164335e+00,1.077053715699179515e+00,1.077050591607979113e+00,1.077048815850892405e+00,1.077047837936772723e+00,1.077047243432315726e+00,1.077046827750818059e+00,1.077046587090363827e+00,1.077046389063585519e+00,1.077046209788273812e+00,1.077046047710436660e+00,1.077045890198741862e+00,1.077045583335361378e+00,1.077045279147032852e+00,1.077044976116143804e+00,1.077044630936573766e+00
